word,severity,vibe,pos,
TOPV,3,other,noun,
culpable,3,other,adjective,
causative,4,other,adjective,
closing curtain,3,other,noun,
worrying,4,other,noun,
Tagus River,4,other,noun,
channel cat,2,other,noun,
costochondritis,2,other,noun,
panoche,3,other,noun,
acute kidney failure,4,other,noun,
snowboarding,2,other,noun,
Sorbus,1,other,noun,
untraditional,2,other,adjective,
click,3,other,noun,
preindication,2,other,noun,
insular,1,other,adjective,
St. Paul,1,other,noun,
rehabilitative,3,other,adjective,
Lady Diana Frances Spencer,2,other,noun,
Kuwaiti dinar,3,other,noun,
Weser,4,other,noun,
order Sphaerocarpales,1,other,noun,
Lakeland terrier,2,other,noun,
neutrophil,1,other,noun,
Roman deity,4,other,noun,
wrawl,1,other,verb,
greyish-white,3,other,adjective,
titlark,1,other,noun,
smilingly,4,other,adverb,
eastern United States,2,other,noun,
Euglenophyceae,2,other,noun,
Kyphosidae,2,other,noun,
doorplate,3,other,noun,
woodman,4,other,noun,
genus Menopon,2,other,noun,
down in the mouth,3,other,adjective,
Tanzania,3,other,noun,
cinder block,1,other,noun,
S.U.V.,1,other,noun,
striped gentian,1,other,noun,
breast of lamb,4,other,noun,
iodize,3,other,verb,
muscle-builder,4,other,noun,
urinate,1,other,verb,
phenelzine,4,other,noun,
lotusland,3,other,noun,
interdepartmental,4,other,adjective,
leanness,3,other,noun,
flowering stone,2,other,noun,
pruning saw,1,other,noun,
nonabsorbency,1,other,noun,
jungle rot,3,other,noun,
evil,4,other,noun,
sea kale,1,other,noun,
rock cake,4,other,noun,
old,1,other,noun,
invigilator,3,other,noun,
arriver,4,other,noun,
genus Gorgonocephalus,3,other,noun,
co-author,1,other,verb,
transmission control protocol,3,other,noun,
anatomise,1,other,verb,
Louis Henry Sullivan,4,other,noun,
transporter,1,other,noun,
comforts,4,other,noun,
uninvited,2,other,adjective,
umbelliferous plant,3,other,noun,
merciful,3,other,adjective,
oversupply,3,other,noun,
Bombay ceiba,3,other,noun,
whirler,1,other,noun,
Truncocolumella,1,other,noun,
overseas telegram,2,other,noun,
rubberneck,3,other,noun,
underdressed,1,other,adjective,
enchanter's nightshade,4,other,noun,
lower limit,2,other,noun,
Indian chocolate,1,other,noun,
Mesantoin,2,other,noun,
lower deck,3,other,noun,
Ladyship,2,other,noun,
proceeds,4,other,noun,
strand wolf,1,other,noun,
prothrombinase,2,other,noun,
chime,4,other,noun,
taxidriver,1,other,noun,
cutin,4,other,noun,
Helladic civilisation,3,other,noun,
clock radio,4,other,noun,
clean out,3,other,verb,
Philistine,1,other,noun,
fibrous astrocyte,2,other,noun,
kerb,3,other,noun,
Dialeurodes citri,4,other,noun,
blanketed,4,other,adjective,
wrestling,2,other,noun,
ground cover,4,other,noun,
albuminuria,2,other,noun,
striate cortex,3,other,noun,
Coturnix communis,2,other,noun,
anatropous ovule,2,other,noun,
gasometer,3,other,noun,
genus Microgramma,1,other,noun,
cohere,1,other,verb,
muchness,1,other,noun,
Geneva Convention,1,other,noun,
devotee,4,other,noun,
ungentle,1,other,adjective,
jingly,2,other,adjective,
bag-shaped,4,other,adjective,
gilding metal,4,other,noun,
true sandalwood,2,other,noun,
water project,3,other,noun,
Sir James Clark Ross,3,other,noun,
Gordon Howe,1,other,noun,
Yellowknife,1,other,noun,
papier-mache,1,other,noun,
ground,3,other,noun,
computer peripheral,3,other,noun,
toff,1,other,noun,
Iris tingitana,3,other,noun,
retainer,3,other,noun,
formative,2,other,adjective,
dirty money,3,other,noun,
free-swimming,3,other,adjective,
street credibility,3,other,noun,
Anura,1,other,noun,
fuschia,1,other,noun,
bloodiness,1,other,noun,
Adam's needle,1,other,noun,
Hall,1,other,noun,
insulin shock treatment,4,other,noun,
Tinca tinca,3,other,noun,
impacted fracture,4,other,noun,
sidetrack,4,other,verb,
achromatic,1,other,adjective,
Heyse,4,other,noun,
diffusor,3,other,noun,
one hundred forty-five,3,other,adjective,
conversational,4,other,adjective,
punnet,2,other,noun,
family Megatheriidae,3,other,noun,
Jynx,3,other,noun,
James Edmund Scripps,3,other,noun,
mezereum,2,other,noun,
Ecuadoran monetary unit,4,other,noun,
Gastrophryne carolinensis,3,other,noun,
ulteriority,1,other,noun,
nightclub,1,other,noun,
James Hutton,1,other,noun,
observational,2,other,adjective,
Leto,4,other,noun,
amass,4,other,verb,
burial,3,other,noun,
Benjamin Rush,1,other,noun,
atomic number 68,1,other,noun,
Paralichthys lethostigmus,1,other,noun,
gabled,3,other,adjective,
dazzled,3,other,adjective,
waffle,1,other,noun,
valor,4,other,noun,
blot,1,other,verb,
preoccupation,3,other,noun,
Alfred Hawthorne,3,other,noun,
inflorescence,3,other,noun,
exaggeration,3,other,noun,
Ernst Theodor Amadeus Hoffmann,4,other,noun,
helmsman,1,other,noun,
bill of sale,2,other,noun,
upturned,2,other,adjective,
smug,1,other,adjective,
peritoneal cavity,4,other,noun,
drinking song,1,other,noun,
creative thinker,2,other,noun,
humanitarian,1,other,adjective,
stalwartness,1,other,noun,
lexeme,2,other,noun,
resurge,3,other,verb,
Dipteryx odorata,4,other,noun,
Caldwell,3,other,noun,
larcener,3,other,noun,
stuff shot,3,other,noun,
Thevetia peruviana,2,other,noun,
salary,2,other,noun,
schizophrenia,4,other,noun,
disbelieving,2,other,adjective,
genus Mastigoproctus,2,other,noun,
closed chain,1,other,noun,
Dovyalis,3,other,noun,
damp,1,other,verb,
I Thessalonians,1,other,noun,
scarlet wisteria tree,3,other,noun,
Diapsida,2,other,noun,
cattail,1,other,noun,
tumor,4,other,noun,
Conuropsis carolinensis,1,other,noun,
Barbary Coast,1,other,noun,
try for,4,other,verb,
Basidiomycota,1,other,noun,
broad-leaved everlasting pea,2,other,noun,
antepartum,3,other,adjective,
jawbone,2,other,noun,
rennin,2,other,noun,
spirit world,3,other,noun,
Sarnoff,4,other,noun,
take turns,1,other,verb,
factor analysis,4,other,noun,
Washington,4,other,noun,
Arkansawyer,2,other,noun,
grandiloquence,3,other,noun,
Macrotus californicus,4,other,noun,
brachycephalic,2,other,noun,
attention,1,other,noun,
impromptu,1,other,adjective,
sweet-flavored,2,other,adjective,
savory,1,other,noun,
oxide,4,other,noun,
Mellaril,2,other,noun,
verse,3,other,verb,
Natalie Wood,1,other,noun,
aragonite,4,other,noun,
Wilno,4,other,noun,
formal semantics,2,other,noun,
Titanosaurus,3,other,noun,
estate,4,other,noun,
perseverate,1,other,verb,
legatee,4,other,noun,
Solandra guttata,1,other,noun,
frier,2,other,noun,
eau de vie,4,other,noun,
windmill,3,other,noun,
golden hamster,2,other,noun,
mountain sheep,3,other,noun,
at-bat,3,other,noun,
corona,2,other,noun,
hardheads,1,other,noun,
pollen tube,3,other,noun,
contract in,4,other,verb,
Ndjamena,2,other,noun,
motel,2,other,noun,
pull up stakes,1,other,verb,
William Cuthbert Faulkner,4,other,noun,
factor I,4,other,noun,
saddlery,3,other,noun,
rectangular,2,other,adjective,
thruway,1,other,noun,
television camera,1,other,noun,
general anaesthesia,3,other,noun,
David Herbert Lawrence,2,other,noun,
Babinski,4,other,noun,
unenforceable,2,other,adjective,
stroll,1,other,verb,
Acheron,3,other,noun,
reflect,1,other,verb,
headword,4,other,noun,
interoceptor,2,other,noun,
equinoctial point,2,other,noun,
sea nymph,4,other,noun,
Arctotis venusta,4,other,noun,
pearly,3,other,noun,
Central Intelligence Machinery,4,other,noun,
seven-up,3,other,noun,
chalcanthite,4,other,noun,
deontic logic,3,other,noun,
caespitose,2,other,adjective,
devil's cigar,1,other,noun,
bruising,3,other,adjective,
American sweet chestnut,4,other,noun,
tangency,4,other,noun,
attributive genitive,4,other,noun,
leech onto,3,other,verb,
Masefield,3,other,noun,
Red Hand Defenders,2,other,noun,
shelf fungus,3,other,noun,
slope,2,other,verb,
genus Virgilia,4,other,noun,
genus Ancylus,4,other,noun,
savagely,2,other,adverb,
Sarah Siddons,1,other,noun,
malapropos,1,other,adverb,
win back,4,other,verb,
defiler,4,other,noun,
hospitable,4,other,adjective,
silents,1,other,noun,
gyp,1,other,noun,
psychedelia,4,other,noun,
Bisayan,1,other,noun,
ibota privet,4,other,noun,
hang up,4,other,verb,
etherialise,2,other,verb,
order Zygnematales,1,other,noun,
leakiness,2,other,noun,
capsule,3,other,verb,
egg cup,4,other,noun,
hater,2,other,noun,
status epilepticus,2,other,noun,
pilot lamp,1,other,noun,
welcome,2,other,adjective,
organic evolution,4,other,noun,
trillionth,1,other,adjective,
cyanosis,4,other,noun,
Communist Party,2,other,noun,
peristome,4,other,noun,
ahead,4,other,adjective,
parking ticket,1,other,noun,
gild the lily,3,other,verb,
break seal,4,other,noun,
Peloponnesian War,2,other,noun,
hatter,4,other,noun,
lesser duckweed,4,other,noun,
Tianjin,1,other,noun,
hose,1,other,verb,
wear round,3,other,verb,
mackinaw,1,other,noun,
soft-shoe dancing,3,other,noun,
Anwar el-Sadat,4,other,noun,
Ploceus philippinus,1,other,noun,
saw palmetto,3,other,noun,
electrostatic machine,1,other,noun,
Doppler,2,other,noun,
President Ford,2,other,noun,
death cup,2,other,noun,
square,4,other,adjective,
apolune,2,other,noun,
bed-hop,4,other,verb,
unmade,3,other,adjective,
well-ordered,1,other,adjective,
polemicist,1,other,noun,
woodcock snipe,3,other,noun,
alternative birthing,2,other,noun,
135th,4,other,adjective,
order Isoetales,2,other,noun,
indictable,3,other,adjective,
lost cause,2,other,noun,
genus Scaphosepalum,4,other,noun,
omnifarious,1,other,adjective,
aerophilatelic,2,other,adjective,
step,3,other,verb,
WbS,4,other,noun,
mussiness,3,other,noun,
serenade,2,other,verb,
light middleweight,1,other,noun,
disposal,4,other,noun,
1 Samuel,2,other,noun,
indistinct,1,other,adjective,
tense,3,other,verb,
biofeedback,1,other,noun,
ictodosaur,1,other,noun,
Rock Cornish hen,1,other,noun,
ranching,1,other,noun,
2-hitter,1,other,noun,
liquid state,4,other,noun,
siderosis,1,other,noun,
shabby,1,other,adjective,
ski jacket,3,other,noun,
sit in,4,other,verb,
prix fixe,4,other,adjective,
automobile,4,other,noun,
sparkle metal,1,other,noun,
Hellenic,3,other,noun,
polished,1,other,adjective,
gore,4,other,noun,
trespass viet armis,1,other,noun,
verbalize,3,other,verb,
ragi,3,other,noun,
Ethiopian,1,other,adjective,
phytochemist,4,other,noun,
child support,3,other,noun,
Comoros,3,other,noun,
parking area,1,other,noun,
hemoglobinuria,1,other,noun,
Forficula,2,other,noun,
inferior,2,other,noun,
aluminium foil,3,other,noun,
unnaturalized,2,other,adjective,
Photinia arbutifolia,1,other,noun,
Dianthus supurbus,4,other,noun,
overlooked,2,other,adjective,
Creek,4,other,noun,
sausage roll,3,other,noun,
deliberative assembly,4,other,noun,
flowering raspberry,2,other,noun,
guar gum,2,other,noun,
thunder mug,1,other,noun,
old man's beard,1,other,noun,
Sir Anthony Hopkins,4,other,noun,
okey,2,other,noun,
Scandinavian lox,1,other,noun,
seeing,1,other,adjective,
bonnet,3,other,verb,
autarchical,3,other,adjective,
Coats Land,1,other,noun,
order Palmales,4,other,noun,
North Star,1,other,noun,
Jacob's rod,4,other,noun,
consolation,4,other,noun,
soft-witted,4,other,adjective,
Nonproliferation Center,1,other,noun,
ASCII character,2,other,noun,
cataphoretic,4,other,adjective,
Priscoan,1,other,noun,
semimajor axis,1,other,noun,
afterpiece,2,other,noun,
noticed,3,other,adjective,
avaricious,2,other,adjective,
phage,3,other,noun,
payday,4,other,noun,
biodefense,1,other,noun,
jaw,3,other,verb,
consider,3,other,verb,
Klyuchevskaya,3,other,noun,
genus Jacksonia,3,other,noun,
Bernoulli,3,other,noun,
coast redwood,4,other,noun,
narrow escape,3,other,noun,
spiritualisation,2,other,noun,
writing table,2,other,noun,
Livy,2,other,noun,
genus Doronicum,4,other,noun,
El Caudillo,4,other,noun,
sale in gross,2,other,noun,
Boletus pulcherrimus,1,other,noun,
Spielberg,3,other,noun,
distressing,2,other,adjective,
topdress,4,other,verb,
violent,1,other,adjective,
garfish,1,other,noun,
court of assize,3,other,noun,
bicapsular,4,other,adjective,
genus Lycoperdon,4,other,noun,
genus Antilope,3,other,noun,
diver,2,other,noun,
Rh incompatibility,4,other,noun,
come into,2,other,verb,
piercing,3,other,adjective,
Rabelaisian,2,other,adjective,
Rb,1,other,noun,
hawkbit,4,other,noun,
guan,3,other,noun,
flicker,2,other,verb,
European fly honeysuckle,1,other,noun,
weapon-grade plutonium,2,other,noun,
repossess,4,other,verb,
manic-depressive,1,other,adjective,
primary colour,3,other,noun,
deflationary spiral,3,other,noun,
Mungo Park,4,other,noun,
ruination,3,other,noun,
lysin,3,other,noun,
lapidary,1,other,adjective,
genus Paprilus,2,other,noun,
endothermic reaction,2,other,noun,
nauseated,3,other,adjective,
news conference,1,other,noun,
hypochlorous acid,4,other,noun,
uncommercialized,1,other,adjective,
Port-au-Prince,3,other,noun,
Panorpidae,4,other,noun,
good sense,4,other,noun,
genus Cantharellus,4,other,noun,
lag bolt,1,other,noun,
output file,2,other,noun,
lockring,3,other,noun,
Board of Trade unit,2,other,noun,
candytuft,3,other,noun,
infect,4,other,verb,
summer house,2,other,noun,
rambler,4,other,noun,
cafeteria,2,other,noun,
subjective,2,other,adjective,
Ondaatje,1,other,noun,
trampoline,2,other,noun,
primary subtractive color for light,1,other,noun,
home theatre,1,other,noun,
jadestone,1,other,noun,
equilibrise,1,other,verb,
narrator,3,other,noun,
multidimensional,4,other,adjective,
contingency fee,2,other,noun,
sporozoan,4,other,noun,
attractive feature,2,other,noun,
buyout bid,2,other,noun,
mournful,4,other,adjective,
midwifery,2,other,noun,
Spanish grunt,3,other,noun,
Mr,4,other,noun,
palaeozoology,2,other,noun,
malt whisky,4,other,noun,
aggress,3,other,verb,
Tadarida brasiliensis,4,other,noun,
superorder Labyrinthodontia,3,other,noun,
self-aggrandizement,4,other,noun,
Pythium debaryanum,4,other,noun,
Wyethia amplexicaulis,2,other,noun,
white feather,2,other,noun,
Cola,2,other,noun,
vibist,1,other,noun,
school of dentistry,2,other,noun,
wonted,1,other,adjective,
rosary,3,other,noun,
detergency,2,other,noun,
San Angelo,1,other,noun,
zero hour,4,other,noun,
Hugueninia tanacetifolia,4,other,noun,
brace,3,other,verb,
mendicant,1,other,noun,
tip-off,3,other,noun,
rumba,2,other,verb,
beholding,4,other,noun,
Glaucomys volans,1,other,noun,
come round,4,other,verb,
alkaloidal,1,other,adjective,
audacious,1,other,adjective,
die down,2,other,verb,
hippo,4,other,noun,
patisserie,1,other,noun,
indolent,1,other,adjective,
Colombian,4,other,noun,
secretively,1,other,adverb,
deconcentrate,4,other,verb,
pul,1,other,noun,
aluminum bronze,2,other,noun,
marabou stork,1,other,noun,
traffic circle,4,other,noun,
Greek chorus,1,other,noun,
unpunished,4,other,adjective,
stepbrother,2,other,noun,
cockney,3,other,adjective,
dizygous,2,other,adjective,
comic book,2,other,noun,
bladder disorder,3,other,noun,
genus Coccyzus,4,other,noun,
hunting lodge,1,other,noun,
order Salientia,3,other,noun,
plant process,3,other,noun,
flesh-coloured,2,other,adjective,
Highway Code,1,other,noun,
Canticles,1,other,noun,
spaceward,3,other,adverb,
British Labour Party,3,other,noun,
authoritarian regime,1,other,noun,
wine,3,other,verb,
brocaded,1,other,adjective,
suborder Megachiroptera,4,other,noun,
put across,2,other,verb,
Charles Lindbergh,2,other,noun,
chordophone,4,other,noun,
numskull,4,other,noun,
Styrax texana,1,other,noun,
water shamrock,2,other,noun,
autogamous,1,other,adjective,
rioter,2,other,noun,
Lord George Gordon Byron,1,other,noun,
family Symplocaceae,1,other,noun,
boisterously,2,other,adverb,
standing army,1,other,noun,
Charles Thomson Rees Wilson,1,other,noun,
leishmaniosis,1,other,noun,
main diagonal,2,other,noun,
barricaded,4,other,adjective,
Baal,4,other,noun,
Lycosa tarentula,1,other,noun,
genus Malacothamnus,4,other,noun,
malodorousness,4,other,noun,
cursor,2,other,noun,
glitch,3,other,noun,
Leslie Howard Stainer,3,other,noun,
Lister,1,other,noun,
door-to-door,2,other,adjective,
theologise,4,other,verb,
heteroecious,4,other,adjective,
embedded,1,other,adjective,
piercingly,3,other,adverb,
idolizer,2,other,noun,
waist-length,3,other,adjective,
dumpcart,1,other,noun,
Krishna,4,other,noun,
Pacific hemlock,3,other,noun,
genus Crax,2,other,noun,
polygynist,2,other,noun,
genus Ageratum,2,other,noun,
imagination image,2,other,noun,
rabbit-weed,1,other,noun,
illicit,2,other,adjective,
sob,1,other,verb,
relativity theory,2,other,noun,
Tar Heel State,1,other,noun,
Psittacus,2,other,noun,
zamang,1,other,noun,
Channukah,3,other,noun,
riser main,2,other,noun,
afraid,2,other,adjective,
cow shark,2,other,noun,
numerate,4,other,adjective,
sun lamp,4,other,noun,
opacity,2,other,noun,
Biedermeier,4,other,adjective,
golden mean,3,other,noun,
Kent,4,other,noun,
pensive,1,other,adjective,
Prumnopitys,2,other,noun,
black cottonwood,3,other,noun,
tic douloureux,3,other,noun,
brotherhood,3,other,noun,
hebetude,3,other,noun,
paging,3,other,noun,
wonderment,1,other,noun,
genus Branchiobdella,1,other,noun,
French endive,4,other,noun,
vitamin A1,4,other,noun,
supply route,3,other,noun,
blue false indigo,1,other,noun,
hand truck,1,other,noun,
shell bean,2,other,noun,
leap second,3,other,noun,
hunger march,3,other,noun,
genus Catharanthus,2,other,noun,
Sunnah,4,other,noun,
filter,1,other,verb,
albumin,4,other,noun,
bank closing,4,other,noun,
cock of the rock,4,other,noun,
ferric oxide,1,other,noun,
unbeatable,2,other,adjective,
genus Nitrosomonas,2,other,noun,
pendent,4,other,noun,
Forces of Umar Al-Mukhtar,3,other,noun,
European dune grass,4,other,noun,
transudate,3,other,noun,
Dustin Hoffman,4,other,noun,
Armenian language,1,other,noun,
red-striped,3,other,adjective,
Charles Baudelaire,4,other,noun,
doctor's degree,1,other,noun,
nandrolone,1,other,noun,
foggy,3,other,adjective,
up,2,other,adverb,
anacoluthon,4,other,noun,
peaceable,2,other,adjective,
FDR,2,other,noun,
fashionmonger,1,other,noun,
penicillinase,1,other,noun,
administratively,4,other,adverb,
light-o'-love,4,other,noun,
neigh,3,other,verb,
bread,1,other,noun,
beanie,2,other,noun,
cranial index,4,other,noun,
inosculate,1,other,verb,
entertained,2,other,adjective,
dog flea,1,other,noun,
smooch,4,other,noun,
tommyrot,2,other,noun,
USSR,1,other,noun,
analecta,4,other,noun,
causerie,3,other,noun,
Guinea,1,other,noun,
Nathan Bailey,3,other,noun,
rest,2,other,noun,
backlighting,3,other,noun,
whitewood,4,other,noun,
Hadean,4,other,noun,
crinion,1,other,noun,
four-lobed,2,other,adjective,
11-Nov,2,other,noun,
seagirt,3,other,adjective,
sheikhdom,2,other,noun,
nude mouse,4,other,noun,
indigestible,3,other,adjective,
genus Amphicarpaea,4,other,noun,
mysteriously,2,other,adverb,
Dacrydium,3,other,noun,
pterosaur,4,other,noun,
paradisal,1,other,adjective,
microsome,4,other,noun,
washwoman,3,other,noun,
initiate,4,other,noun,
chuck up the sponge,3,other,verb,
center punch,1,other,verb,
irrigate,2,other,verb,
incisure,1,other,noun,
Fielding,4,other,noun,
glade mallow,1,other,noun,
helpdesk,4,other,noun,
December,3,other,noun,
mouldboard,1,other,noun,
federal tax lien,1,other,noun,
cozenage,3,other,noun,
sorcerer,1,other,noun,
railway man,2,other,noun,
arthroplasty,1,other,noun,
flagstaff,4,other,noun,
double-bitted axe,3,other,noun,
tollgatherer,2,other,noun,
sportscaster,1,other,noun,
exotoxin,4,other,noun,
Bidens tripartita,3,other,noun,
William Bradford,3,other,noun,
relational database management system,2,other,noun,
come up,2,other,verb,
prenatal diagnosis,1,other,noun,
closed,1,other,adjective,
buttonlike,1,other,adjective,
oriented,1,other,adjective,
permutability,1,other,noun,
FTC,3,other,noun,
piffle,2,other,verb,
favourably,3,other,adverb,
doped,4,other,adjective,
raggedly,3,other,adverb,
genus Caladenia,4,other,noun,
fibrositis,2,other,noun,
pediculosis pubis,3,other,noun,
jeroboam,2,other,noun,
Costa Rica,4,other,noun,
muttonfish,3,other,noun,
Ivan III,1,other,noun,
Sidney Caesar,3,other,noun,
Eunectes,1,other,noun,
Callitris cupressiformis,3,other,noun,
Cirsium eriophorum,2,other,noun,
Lichenes,3,other,noun,
control stock,3,other,noun,
Mason jar,4,other,noun,
decoction,3,other,noun,
word of farewell,1,other,noun,
whinberry,1,other,noun,
wisdom literature,2,other,noun,
cork,4,other,verb,
genus Hippoglossus,1,other,noun,
Guarani,4,other,noun,
cant,3,other,noun,
Stephen Spender,1,other,noun,
Priodontes,1,other,noun,
common European earwig,2,other,noun,
simplified,3,other,adjective,
printer's devil,3,other,noun,
manoeuvrability,2,other,noun,
diethyl ether,3,other,noun,
adjudicator,3,other,noun,
orthopedics,1,other,noun,
feverish,4,other,adjective,
converse,4,other,noun,
unrealistically,2,other,adverb,
annoyer,2,other,noun,
gilled,3,other,adjective,
gum boot,1,other,noun,
cycloid,1,other,noun,
myxoma virus,4,other,noun,
Albers,2,other,noun,
bewitchment,2,other,noun,
Hoyle,1,other,noun,
fasces,3,other,noun,
certiorari,2,other,noun,
bubble dance,2,other,noun,
spike oil,2,other,noun,
Roccus,2,other,noun,
i.e.,1,other,adverb,
fictional,4,other,adjective,
Graham Greene,3,other,noun,
livery company,1,other,noun,
spyglass,3,other,noun,
dauntingly,2,other,adverb,
baritone voice,4,other,noun,
Ceterach officinarum,3,other,noun,
squalidly,4,other,adverb,
machinist's vise,3,other,noun,
chow mein,2,other,noun,
denier,1,other,noun,
Hebrew script,4,other,noun,
Samoyedic-speaking,2,other,adjective,
Discovery Day,4,other,noun,
ejaculate,2,other,noun,
genus Moloch,3,other,noun,
parsnip,3,other,noun,
abampere,2,other,noun,
heavenwards,1,other,adverb,
clatter,4,other,verb,
mukataa,2,other,noun,
antipodal,2,other,adjective,
gushy,3,other,adjective,
apartment,2,other,noun,
baldrick,2,other,noun,
wheezingly,2,other,adverb,
Okeechobee,4,other,noun,
Lithospermum canescens,3,other,noun,
velvetleaf,1,other,noun,
epicycloid,1,other,noun,
coin,4,other,verb,
power company,3,other,noun,
florists' chrysanthemum,2,other,noun,
Hz,4,other,noun,
military intelligence,2,other,noun,
monoxide,1,other,noun,
bridge whist,1,other,noun,
grounds,4,other,noun,
Rhus rhodanthema,4,other,noun,
alpine hulsea,4,other,noun,
uncompounded,3,other,adjective,
Anglesey,2,other,noun,
common eel,2,other,noun,
colour TV,3,other,noun,
genus Protea,1,other,noun,
verbal expression,2,other,noun,
Galen,3,other,noun,
Albula vulpes,1,other,noun,
face-to-face,1,other,adjective,
canary grass,1,other,noun,
kookie,1,other,adjective,
abvolt,3,other,noun,
proscribe,4,other,verb,
Pipra,3,other,noun,
taxi,4,other,verb,
centimeter,4,other,noun,
fan tracery,3,other,noun,
Nganasan,1,other,noun,
acidophilus milk,4,other,noun,
cash in,1,other,verb,
blastomeric,4,other,adjective,
anthropogenic,2,other,adjective,
vulgarian,1,other,noun,
Hemimetabola,3,other,noun,
percolator,2,other,noun,
pansy orchid,3,other,noun,
crown roast,3,other,noun,
Caladenia cairnsiana,2,other,noun,
mcg,2,other,noun,
Lufengpithecus,1,other,noun,
intelligent,2,other,adjective,
oscillate,2,other,verb,
portrait lens,2,other,noun,
jejunitis,4,other,noun,
preterition,4,other,noun,
go-to-meeting,2,other,adjective,
Gentianopsis thermalis,3,other,noun,
class Archiannelida,4,other,noun,
sleeping beauty,3,other,noun,
ferric,2,other,adjective,
skateboard,1,other,noun,
bandicoot,2,other,noun,
extortionately,1,other,adverb,
order Scrophulariales,2,other,noun,
radicalize,1,other,verb,
dry cell,2,other,noun,
crosswise,4,other,adjective,
wood block,2,other,noun,
bacchante,2,other,noun,
red lead,1,other,noun,
unhand,2,other,verb,
vase-shaped,1,other,adjective,
unearned revenue,1,other,noun,
Atreus,2,other,noun,
Myrmecophaga jubata,1,other,noun,
needle wood,1,other,noun,
Persian deity,4,other,noun,
Colombia,1,other,noun,
Faulkner,3,other,noun,
genus Rorippa,4,other,noun,
delta,2,other,noun,
raisin,2,other,noun,
Caloscypha fulgens,1,other,noun,
Maputo,3,other,noun,
Bull Run,2,other,noun,
Tesla,4,other,noun,
cyanuric acid,3,other,noun,
yaupon holly,3,other,noun,
Medellin,1,other,noun,
joined,3,other,adjective,
order Proboscidea,2,other,noun,
adzuki bean,1,other,noun,
pernicious anemia,3,other,noun,
progress,1,other,verb,
genus Cotula,1,other,noun,
firebrick,1,other,noun,
sky-blue,1,other,noun,
otic ganglion,1,other,noun,
wanted poster,2,other,noun,
sweet-scented,1,other,adjective,
Symonds,4,other,noun,
Precambrian aeon,1,other,noun,
surcharge,1,other,verb,
microfossil,4,other,noun,
Polaris,1,other,noun,
William James Durant,3,other,noun,
pour down,1,other,verb,
consistent,1,other,adjective,
borscht belt,2,other,noun,
circulate,1,other,verb,
fortune telling,2,other,noun,
element 105,2,other,noun,
offhandedly,4,other,adverb,
testing room,4,other,noun,
Watergate scandal,2,other,noun,
Fijis,3,other,noun,
rise up,3,other,verb,
Ptolemaic system,1,other,noun,
phoenix,3,other,noun,
omega-3 fatty acid,1,other,noun,
John Maynard Keynes,2,other,noun,
lumpish,4,other,adjective,
brainish,2,other,adjective,
multiple myeloma,3,other,noun,
Lopholatilus,4,other,noun,
millpond,2,other,noun,
gentian,2,other,noun,
dark comedy,4,other,noun,
vascular tissue,3,other,noun,
issuing,2,other,noun,
publishing empire,3,other,noun,
adventurousness,1,other,noun,
family Icteridae,1,other,noun,
intumesce,4,other,verb,
Cuculus canorus,4,other,noun,
noncommissioned,3,other,adjective,
food,3,other,noun,
bush vetch,2,other,noun,
parheliacal,4,other,adjective,
unmapped,1,other,adjective,
garbed,1,other,adjective,
trilobate,3,other,adjective,
junk mail,1,other,noun,
tetragram,2,other,noun,
antipersonnel,4,other,adjective,
phonophobia,1,other,noun,
demoralising,4,other,adjective,
genus Usnea,2,other,noun,
terrestrial dynamical time,3,other,noun,
lingberry,2,other,noun,
juice up,3,other,verb,
syllabicate,2,other,verb,
amyl,2,other,noun,
web page,2,other,noun,
broken-backed,2,other,adjective,
adversative,4,other,adjective,
Datura stramonium,3,other,noun,
thrombose,2,other,verb,
year-end,2,other,adjective,
habitableness,4,other,noun,
whiteman's foot,3,other,noun,
reversal,1,other,noun,
bid,1,other,verb,
eccentric,2,other,adjective,
US Marine Corps,4,other,noun,
growl,1,other,noun,
sword lily,4,other,noun,
vena occipitalis,1,other,noun,
consonant,2,other,adjective,
magnitude relation,3,other,noun,
transactinide,4,other,noun,
gray hen,2,other,noun,
Leo,2,other,noun,
film clip,4,other,noun,
nonviolently,2,other,adverb,
obligate,4,other,verb,
3d radar,4,other,noun,
Cinnamomum camphora,3,other,noun,
Manilla hemp,1,other,noun,
primo,2,other,noun,
animal black,3,other,noun,
magnetic disc,1,other,noun,
chicken paprika,4,other,noun,
beautify,2,other,verb,
circularisation,1,other,noun,
solute,1,other,noun,
Communism Peak,4,other,noun,
pancreatic cancer,3,other,noun,
destructibility,4,other,noun,
Argonauta,1,other,noun,
pseudoscience,1,other,noun,
genus Sparganium,2,other,noun,
genus Bougainvillea,4,other,noun,
zinc white,1,other,noun,
occlude,2,other,verb,
trompe-l'oeil,1,other,adjective,
declaration of estimated tax,3,other,noun,
hoped-for,3,other,adjective,
Adenota,2,other,noun,
Gastrophryne,4,other,noun,
unagitated,4,other,adjective,
put aside,1,other,verb,
coccygeal plexus,1,other,noun,
Dietrich Bonhoeffer,2,other,noun,
Fat Tuesday,4,other,noun,
nerve end,1,other,noun,
burgomaster,1,other,noun,
deciliter,1,other,noun,
supplementary,4,other,adjective,
customer's broker,4,other,noun,
diddly,4,other,noun,
Diodora apertura,2,other,noun,
economics department,3,other,noun,
mole cricket,4,other,noun,
phrasal verb,1,other,noun,
